time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-05T07:52:52.680Z,38.1585,74.324,174.98,4.1,mb,,95,3.148,0.82,us,us1000c114,2018-01-24T09:15:18.040Z,"31km E of Murghob, Tajikistan",earthquake,8.6,10.8,0.131,16,reviewed,us,us
2018-01-05T07:37:42.690Z,-5.6611,153.5808,49.46,4.5,mb,,100,2.031,1.05,us,us1000c112,2018-01-24T09:11:43.040Z,"145km SSE of Taron, Papua New Guinea",earthquake,4.1,10.5,0.113,23,reviewed,us,us
2018-01-05T07:23:57.070Z,-27.8337,-66.8102,150.88,4.3,mb,,147,3.045,0.66,us,us1000c10z,2018-01-24T08:58:56.040Z,"29km SE of Belen, Argentina",earthquake,6.6,11.5,0.154,12,reviewed,us,us
2018-01-05T06:32:56.820Z,34.5697,45.5827,10,4.3,mb,,66,0.557,0.63,us,us1000c10x,2018-01-24T08:57:08.040Z,"28km WNW of Sarpol-e Zahab, Iran",earthquake,3.2,1.9,0.089,36,reviewed,us,us
2018-01-05T04:33:19.040Z,37.0711,28.6545,6.86,4.2,mb,,83,0.957,0.91,us,us1000c109,2018-01-24T05:19:07.040Z,"21km E of Ula, Turkey",earthquake,4.8,4.8,0.141,14,reviewed,us,us
2018-01-05T04:18:13.140Z,18.0235,-66.9536,5,2.73,md,7,153,0.1055,0.2,pr,pr2018005001,2018-01-05T07:28:12.400Z,"2km SSW of Liborio Negron Torres, Puerto Rico",earthquake,1.37,2.82,0.23,6,reviewed,pr,pr
2018-01-05T03:53:36.550Z,29.6041,140.596,55.04,4.6,mb,,98,2.864,0.73,us,us1000c107,2018-01-24T05:10:14.040Z,"Izu Islands, Japan region",earthquake,9.3,8,0.059,87,reviewed,us,us
2018-01-05T03:35:13.400Z,18.4011,-67.8606,65,3.11,md,8,166,0.8069,0.89,pr,pr2018005000,2018-01-05T07:27:54.384Z,"60km ESE of Punta Cana, Dominican Republic",earthquake,7.14,9.43,0.16,6,reviewed,pr,pr
2018-01-05T03:21:37.180Z,-56.3699,-27.9068,121.86,4.5,mb,,207,5.326,0.87,us,us2000cl4r,2018-01-25T05:48:27.040Z,"56km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.9,7.7,0.151,13,reviewed,us,us
2018-01-05T02:02:25.340Z,35.8405,140.7667,34.25,4.7,mb,,93,2.024,0.7,us,us1000c0zi,2018-01-24T05:05:11.293Z,"13km NNW of Hasaki, Japan",earthquake,6.5,4.4,0.057,92,reviewed,us,us
2018-01-05T01:44:21.668Z,62.9805,-149.1022,74.3,2.7,ml,,,,0.62,ak,ak17894635,2018-01-25T04:38:29.040Z,"46km S of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-05T01:38:59.710Z,63.3132,-136.5811,9.9,2.7,ml,,,,0.68,ak,ak17894632,2018-01-11T03:40:31.698Z,"46km SW of Mayo, Canada",earthquake,,0.5,,,reviewed,ak,ak
2018-01-05T01:07:50.460Z,-7.2037,-14.0043,15.3,4.8,mb,,70,0.805,0.62,us,us2000cl4l,2018-01-25T03:10:59.040Z,"92km NNE of Georgetown, Saint Helena",earthquake,8.8,4.5,0.114,24,reviewed,us,us
2018-01-05T00:40:35.570Z,6.5882,119.4842,12.93,4.3,mb,,143,5.592,0.61,us,us2000cl4j,2018-01-23T05:41:30.040Z,"115km ESE of Cagayan, Philippines",earthquake,14.2,6.4,0.154,12,reviewed,us,us
2018-01-05T00:37:33.210Z,4.1478,127.4167,10,4.4,mb,,84,3.353,1.06,us,us2000cl4k,2018-01-23T06:02:48.040Z,"257km ESE of Sarangani, Philippines",earthquake,8.2,1.8,0.135,16,reviewed,us,us
2018-01-05T00:21:26.246Z,61.4076,-147.2321,9.2,2.5,ml,,,,0.56,ak,ak17892897,2018-01-14T04:01:43.040Z,"56km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-04T23:59:57.830Z,14.6692,147.2289,34.52,4,mb,,158,1.503,0.62,us,us2000cksu,2018-01-19T05:00:46.040Z,"169km ESE of Saipan, Northern Mariana Islands",earthquake,7.9,8.6,0.3,3,reviewed,us,us
2018-01-04T23:00:34.770Z,32.6823333,-115.8173333,10.31,2.94,ml,81,57,0.09508,0.26,ci,ci37846951,2018-01-05T23:04:15.601Z,"18km ESE of Ocotillo, CA",earthquake,0.2,0.37,0.157,142,reviewed,ci,ci
2018-01-04T22:45:47.910Z,0.6739,-25.3997,10,4.9,mb,,144,14.315,0.77,us,us1000c0yi,2018-01-14T04:47:41.040Z,Central Mid-Atlantic Ridge,earthquake,14.5,1.9,0.072,60,reviewed,us,us
2018-01-04T21:57:50.073Z,57.1203,-149.9048,28.9,2.7,ml,,,,0.78,ak,ak17889229,2018-01-14T04:03:05.040Z,"167km ESE of Kodiak, Alaska",earthquake,,14.9,,,reviewed,ak,ak
2018-01-04T21:00:43.460Z,80.9309,-113.8041,14.97,3.7,mb,,188,4.592,1.35,us,us2000cjfb,2018-01-14T23:08:20.040Z,Arctic Ocean,earthquake,12.8,8,0.07,52,reviewed,us,us
2018-01-04T20:48:58.200Z,-19.7995,-71.5912,12.4,4.5,mb,,156,1.45,0.86,us,us1000c2n7,2018-01-09T18:04:00.040Z,"158km WNW of Iquique, Chile",earthquake,5.5,6.4,0.272,4,reviewed,us,us
2018-01-04T20:14:36.800Z,43.6009,-105.2182,0,3.5,ml,,119,1,0.66,us,us2000cksm,2018-01-22T18:58:30.966Z,"26km SE of Wright, Wyoming",mining explosion,4.3,2,0.04,84,reviewed,us,us
2018-01-04T20:14:32.290Z,-21.4508,169.6828,10,4.5,mb,,187,1.539,1.26,us,us1000c2m1,2018-01-22T19:02:21.040Z,"186km E of Tadine, New Caledonia",earthquake,5.7,1.9,0.204,7,reviewed,us,us
2018-01-04T19:57:33.330Z,6.7749,95.2613,214.8,4.7,mb,,119,2.273,1.08,us,us1000c0ta,2018-01-22T17:40:54.040Z,"97km N of Sabang, Indonesia",earthquake,8.6,7.7,0.078,50,reviewed,us,us
2018-01-04T19:53:54.480Z,38.6691,73.647,109.69,4.3,mb,,79,2.594,0.46,us,us1000c0t8,2018-01-22T17:39:28.040Z,"37km SSE of Karakul, Tajikistan",earthquake,7.2,10.1,0.142,14,reviewed,us,us
2018-01-04T19:45:06.710Z,59.7897,-136.6912,10,2.7,ml,,81,0.359,0.95,us,us1000c0t1,2018-01-22T17:36:54.040Z,"86km WNW of Skagway, Alaska",earthquake,3,2,0.077,22,reviewed,us,us
2018-01-04T19:29:53.150Z,18.9327,146.895,35,4.4,mb,,160,3.82,0.53,us,us1000c2lk,2018-01-22T17:47:15.040Z,"130km E of Agrihan, Northern Mariana Islands",earthquake,9.3,1.9,0.081,44,reviewed,us,us
2018-01-04T18:30:23.930Z,33.1205,-118.1516667,5.76,2.96,ml,84,161,0.2621,0.39,ci,ci37846863,2018-01-22T17:32:39.040Z,"30km SSE of Avalon, CA",earthquake,0.4,31.61,0.142,228,reviewed,ci,ci
2018-01-04T18:17:22.250Z,36.0785,-119.9868333,22.73,2.68,md,85,51,0.101,0.23,nc,nc72948926,2018-01-10T05:56:03.312Z,"8km NNW of Kettleman City, CA",earthquake,0.31,0.5,0.206,64,reviewed,nc,nc
2018-01-04T18:07:20.490Z,-10.3355,161.0274,66.24,4.3,mb,,126,1.387,1.14,us,us2000cksn,2018-01-22T18:25:45.040Z,"98km W of Kirakira, Solomon Islands",earthquake,9.3,9,0.16,11,reviewed,us,us
2018-01-04T17:59:52.440Z,-21.5979,169.7635,8.28,4.8,mb,,121,1.617,0.99,us,us1000c2l8,2018-01-22T17:45:42.040Z,"194km E of Tadine, New Caledonia",earthquake,9.6,4.7,0.128,38,reviewed,us,us
2018-01-04T17:19:53.140Z,-21.6674,169.7414,10,4.6,mb,,111,1.603,0.7,us,us1000c2ks,2018-01-22T17:44:21.040Z,"192km E of Tadine, New Caledonia",earthquake,8.7,1.8,0.165,12,reviewed,us,us
2018-01-04T16:09:48.720Z,15.7834,-94.6389,28.34,4.4,mb,,176,2.456,0.85,us,us1000c0qh,2018-01-05T21:23:20.040Z,"49km S of San Francisco del Mar, Mexico",earthquake,6.4,8.3,0.072,55,reviewed,us,us
2018-01-04T16:05:59.710Z,48.215,152.932,126.61,4.3,mb,,169,5.759,0.66,us,us1000c179,2018-01-05T21:05:33.040Z,Kuril Islands,earthquake,6.1,10.1,0.064,68,reviewed,us,us
2018-01-04T16:00:14.210Z,38.9072,72.4164,57.65,4.2,mb,,47,1.688,0.71,us,us1000c0qe,2018-01-05T20:38:52.040Z,"85km ESE of Karakenja, Tajikistan",earthquake,3.5,8.1,0.105,33,reviewed,us,us
2018-01-04T15:42:27.040Z,46.8897,-70.8186,18.29,2.7,mb_lg,,57,0.739,0.55,us,us1000c0wi,2018-01-25T22:50:44.898Z,"18km ESE of Chateau-Richer, Canada",earthquake,5.3,8.3,0.18,8,reviewed,us,us
2018-01-04T15:10:28.780Z,19.6976667,-156.5315,34.57,2.92,ml,38,243,0.6108,0.17,hv,hv70005742,2018-01-05T15:52:15.040Z,"55km W of Kailua-Kona, Hawaii",earthquake,0.91,2.19,0.206,17,reviewed,hv,hv
2018-01-04T15:00:39.170Z,25.0102,96.3972,47.43,4.4,mb,,43,2.06,0.87,us,us1000c0p0,2018-01-05T15:17:33.040Z,"109km WSW of Myitkyina, Burma",earthquake,7.4,8.1,0.066,67,reviewed,us,us
2018-01-04T14:21:11.560Z,29.6085,140.4208,35,4.6,mb,,96,2.946,1.06,us,us1000c0nq,2018-01-06T15:40:16.040Z,"Izu Islands, Japan region",earthquake,4.5,2,0.09,37,reviewed,us,us
2018-01-04T14:19:13.540Z,29.559,140.8019,34.71,4.6,mb,,149,2.74,0.73,us,us1000c0nl,2018-01-06T15:34:23.040Z,"Izu Islands, Japan region",earthquake,8.4,7.9,0.095,33,reviewed,us,us
2018-01-04T13:54:24.600Z,-21.5691,-68.4825,154.79,4.4,mb,,53,0.741,1.41,us,us1000c0nf,2018-01-06T15:28:57.040Z,"109km NNE of Calama, Chile",earthquake,7.3,10,0.17,10,reviewed,us,us
2018-01-04T13:44:47.012Z,55.036,-159.6798,4.8,2.6,ml,,,,0.6,ak,ak17875918,2018-01-10T15:57:44.129Z,"28km NNW of Chernabura Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-04T13:26:32.770Z,-8.7236,122.8839,117.82,4.3,mb,,82,0.645,1.25,us,us1000c0nc,2018-01-06T15:24:03.040Z,"20km SE of Watubuku, Indonesia",earthquake,9.7,7.7,0.126,18,reviewed,us,us
2018-01-04T13:15:23.400Z,42.348,139.2431,205.21,4.2,mb,,80,2.072,0.59,us,us1000c0n9,2018-01-06T15:19:36.040Z,"124km WSW of Iwanai, Japan",earthquake,8.5,7.4,0.042,158,reviewed,us,us
2018-01-04T12:39:15.420Z,57.7102,-138.1864,10.1,2.7,ml,,,,1.15,us,us1000c0n1,2018-01-12T11:49:44.040Z,"164km WSW of Gustavus, Alaska",earthquake,5.2,7.2,,,reviewed,ak,ak
2018-01-04T11:43:06.530Z,15.5066,-90.5809,34.7,4.6,mb,,142,1.684,1.38,us,us1000c0mp,2018-01-05T03:02:30.384Z,"22km NW of Santa Cruz Verapaz, Guatemala",earthquake,8.6,3.7,0.04,183,reviewed,us,us
2018-01-04T11:34:44.280Z,37.3163333,-122.0773333,8.06,2.58,md,154,54,0.004438,0.22,nc,nc72948826,2018-01-11T02:15:03.498Z,"4km W of Cupertino, CA",earthquake,0.15,0.19,0.131,89,reviewed,nc,nc
2018-01-04T10:46:12.320Z,42.6583,19.8827,10,4.9,mb,,25,1.31,0.81,us,us1000c0lz,2018-01-05T11:45:16.815Z,"33km W of Peje, Kosovo",earthquake,1.7,1.9,0.095,35,reviewed,us,us
2018-01-04T10:39:37.730Z,37.8551667,-122.2568333,12.31,4.38,mw,289,13,0.004662,0.18,nc,nc72948801,2018-01-28T06:51:18.779Z,"2km SE of Berkeley, CA",earthquake,0.11,0.2,,7,reviewed,nc,nc
2018-01-04T09:57:34.330Z,17.6566,-67.366,42,2.99,md,8,301,0.4337,0.64,pr,pr2018004003,2018-01-04T11:33:45.831Z,"40km SSW of Pole Ojea, Puerto Rico",earthquake,3.4,6.03,0.16,5,reviewed,pr,pr
2018-01-04T09:22:30.580Z,37.5108333,-121.4421667,2.51,2.54,md,80,94,0.06911,0.11,nc,nc72948761,2018-01-25T21:31:55.443Z,"22km W of Westley, CA",earthquake,0.16,1.7,0.128,78,reviewed,nc,nc
2018-01-04T08:45:59.180Z,18.8048,-64.9505,119,3.4,md,4,337,1.4288,0.29,pr,pr2018004002,2018-01-24T08:44:55.040Z,"80km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,7.6,8.78,0.06,4,reviewed,pr,pr
2018-01-04T08:06:29.570Z,19.1966667,-155.411,33.16,2.47,ml,61,158,0.04258,0.12,hv,hv70005642,2018-01-24T08:43:19.040Z,"7km E of Pahala, Hawaii",earthquake,0.51,0.64,0.164,29,reviewed,hv,hv
2018-01-04T06:38:57.543Z,51.6532,-173.7434,22.1,2.5,ml,,,,0.46,ak,ak18027186,2018-01-10T15:57:29.470Z,"68km SSE of Atka, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2018-01-04T06:20:07.760Z,35.599,140.166,69.48,4.4,mb,,119,1.848,0.7,us,us1000c0l5,2018-01-06T00:38:25.143Z,"3km E of Chiba-shi, Japan",earthquake,7.2,4.9,0.102,28,reviewed,us,us
2018-01-04T06:15:05.410Z,19.2473,-63.898,144,3.79,md,8,347,2.3785,0.37,pr,pr2018004001,2018-01-04T14:18:34.781Z,"154km NE of Road Town, British Virgin Islands",earthquake,8.87,10.64,0.15,7,reviewed,pr,pr
2018-01-04T06:01:26.170Z,-32.6625,-71.751,30.72,4.2,mwr,,82,0.371,0.71,us,us1000c0kz,2018-01-05T03:33:49.708Z,"43km NNW of Valparaiso, Chile",earthquake,4.5,5.1,0.036,74,reviewed,us,us
2018-01-04T04:59:54.154Z,51.4046,-179.3432,16.4,2.5,ml,,,,0.49,ak,ak18027179,2018-01-10T15:57:26.446Z,"22km NW of Amatignak Island, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2018-01-04T04:29:47.331Z,63.0596,-151.0087,125.3,2.6,ml,,,,0.4,ak,ak17864334,2018-01-10T15:57:24.211Z,"94km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-04T02:44:58.080Z,53.2474,159.8081,67.02,5.3,mb,,110,0.733,0.86,us,us1000c0ju,2018-01-04T18:23:43.040Z,"80km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,7.9,5.8,0.025,551,reviewed,us,us
2018-01-04T02:07:09.130Z,51.5835,-176.2211,47.2,2.7,ml,,,,0.26,ak,ak17862682,2018-01-10T15:56:08.937Z,"44km SE of Adak, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-01-04T01:45:04.414Z,59.8099,-153.2885,113.2,2.6,ml,,,,0.46,ak,ak17861046,2018-01-10T15:56:08.040Z,"81km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-04T01:36:21.400Z,41.897,143.0947,50.89,4.3,mb,,147,0.126,0.67,us,us1000c0jp,2018-01-04T01:58:27.040Z,"77km SE of Shizunai, Japan",earthquake,8.2,4.8,0.133,16,reviewed,us,us
2018-01-04T00:34:32.620Z,1.9603,120.9951,48.69,4.4,mb,,116,0.87,0.68,us,us1000c0ip,2018-01-20T06:10:05.040Z,"100km NNW of Kali, Indonesia",earthquake,6.9,9.4,0.123,19,reviewed,us,us
2018-01-04T00:15:35.990Z,3.6352,126.8713,34.92,4.2,mb,,131,2.887,0.75,us,us2000cks5,2018-01-20T05:57:22.040Z,"245km NNW of Tobelo, Indonesia",earthquake,10.6,8.9,0.124,18,reviewed,us,us
2018-01-04T00:15:16.200Z,38.0394,20.3042,10,4.1,mb,,142,1.717,1.34,us,us1000c0bv,2018-01-19T06:33:50.040Z,"21km SSW of Lixourion, Greece",earthquake,5.2,1.9,0.233,5,reviewed,us,us
2018-01-03T23:26:09.420Z,-23.2892,-179.6757,569.13,4.4,mb,,125,10.013,0.85,us,us1000c07m,2018-01-20T05:10:40.040Z,South of the Fiji Islands,earthquake,15.8,10.8,0.114,22,reviewed,us,us
2018-01-03T22:42:41.780Z,-0.1021,-18.0125,10,4.8,mb,,86,8.588,0.52,us,us1000bzlx,2018-01-20T04:45:13.040Z,Central Mid-Atlantic Ridge,earthquake,10.2,1.9,0.105,28,reviewed,us,us
2018-01-03T22:41:44.550Z,3.5302,126.4491,50.47,4.5,mb,,109,2.889,0.87,us,us1000bzla,2018-01-20T04:18:52.040Z,"234km SSE of Sarangani, Philippines",earthquake,5.3,7.7,0.094,33,reviewed,us,us
2018-01-03T22:36:05.170Z,18.9996,-66.6123,55,2.97,md,7,248,0.6681,0.45,pr,pr2018003014,2018-01-04T01:29:28.138Z,"59km N of Arecibo, Puerto Rico",earthquake,3.92,9.04,0.39,6,reviewed,pr,pr
2018-01-03T22:15:11.200Z,34.6628,25.0184,10,4.2,mb,,112,1.965,0.93,us,us1000bzie,2018-01-20T04:16:39.233Z,"39km SSW of Pirgos, Greece",earthquake,3.1,1.9,0.095,31,reviewed,us,us
2018-01-03T21:35:35.960Z,23.9454,99.2463,10,4.6,mb,,67,2.666,0.88,us,us1000bzhg,2018-01-20T02:30:20.713Z,"7km S of Dedang, China",earthquake,6.2,1.8,0.097,32,reviewed,us,us
2018-01-03T21:32:49.470Z,29.6113,140.5166,10,5.1,mb,,94,2.905,0.8,us,us1000bzi4,2018-01-20T01:15:41.040Z,"Izu Islands, Japan region",earthquake,7,1.8,0.066,74,reviewed,us,us
2018-01-03T21:30:21.940Z,29.6374,140.5205,9.46,5.5,mww,,18,2.926,1.05,us,us1000bzhb,2018-01-20T00:36:34.039Z,"Izu Islands, Japan region",earthquake,6.7,3.1,0.052,36,reviewed,us,us
2018-01-03T21:28:12.500Z,18.3569,145.6361,185.66,4.3,mb,,86,3.102,0.88,us,us2000cke8,2018-01-19T06:02:43.040Z,"30km NNW of Pagan, Northern Mariana Islands",earthquake,10.3,9,0.106,25,reviewed,us,us
2018-01-03T20:46:16.770Z,51.2725,-178.4676,10,2.6,ml,,315,0.599,0.9,us,us1000c2c4,2018-01-22T17:21:24.040Z,"44km E of Amatignak Island, Alaska",earthquake,3.6,1.9,,,reviewed,us,ak
2018-01-03T20:42:32.460Z,31.6357,56.157,10,4,mb,,76,5.802,1.39,us,us1000c0xy,2018-01-22T17:19:18.040Z,"70km E of Bafq, Iran",earthquake,7.5,1.9,0.108,23,reviewed,us,us
2018-01-03T20:02:08.360Z,51.4543,-175.746,29.96,3.9,mb,,214,0.615,0.7,us,us1000c2c3,2018-01-22T17:20:22.040Z,"78km SE of Adak, Alaska",earthquake,3.4,7.9,0.079,42,reviewed,us,us
2018-01-03T19:38:37.770Z,19.3923,-65.4061,13,3.34,md,3,349,1.7059,0.06,pr,pr2018003012,2018-01-22T17:16:56.040Z,"120km N of Culebra, Puerto Rico",earthquake,5.62,8.1,0.01,2,reviewed,pr,pr
2018-01-03T19:29:31.500Z,36.2279,140.9546,35.47,4.2,mb,,156,1.643,0.7,us,us2000ckef,2018-01-22T17:21:59.040Z,"33km ESE of Oarai, Japan",earthquake,7.2,11,0.147,13,reviewed,us,us
2018-01-03T17:41:01.870Z,-10.2531,109.846,10,4.1,mb,,79,2.42,1.26,us,us1000c0sl,2018-01-22T17:17:39.040Z,"259km S of Bambanglipuro, Indonesia",earthquake,8.9,1.9,0.15,12,reviewed,us,us
2018-01-03T17:28:36.690Z,30.408,96.9096,10,4.5,mb,,55,6.577,1.31,us,us1000bzdq,2018-01-22T17:14:53.040Z,"39km N of Baima, China",earthquake,7.9,1.9,0.08,46,reviewed,us,us
2018-01-03T16:45:07.670Z,18.3311,-67.4685,18,2.48,md,5,315,0.413,0.66,pr,pr2018003010,2018-01-03T17:47:08.737Z,"23km W of Rincon, Puerto Rico",earthquake,3.96,3.13,0.08,5,reviewed,pr,pr
2018-01-03T16:18:14.270Z,35.6603333,-121.0758333,8.43,2.93,md,72,94,0.06151,0.06,nc,nc72948416,2018-01-06T06:35:03.701Z,"10km E of San Simeon, CA",earthquake,0.14,0.35,0.151,67,reviewed,nc,nc
2018-01-03T16:17:42.528Z,57.7707,-155.8195,11.6,3.4,ml,,,,0.67,ak,ak17849744,2018-01-19T00:36:42.040Z,"112km WNW of Larsen Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-01-03T16:07:59.330Z,35.2791667,-118.3426667,5.31,2.7,ml,59,33,0.06505,0.14,ci,ci37846127,2018-01-08T17:43:55.920Z,"19km NNE of Tehachapi, CA",earthquake,0.12,0.52,0.179,153,reviewed,ci,ci
2018-01-03T15:06:07.410Z,29.5928,140.3128,10,4.3,mb,,115,2.985,0.64,us,us2000cke1,2018-01-19T02:40:43.040Z,"Izu Islands, Japan region",earthquake,8.4,1.8,0.107,25,reviewed,us,us
2018-01-03T15:00:17.990Z,-23.0485,171.8016,10,4.3,mb,,215,3.825,0.96,us,us2000ckdz,2018-01-19T02:25:59.040Z,"76km SSW of Ile Hunter, New Caledonia",earthquake,13.3,2,0.147,13,reviewed,us,us
2018-01-03T14:46:14.600Z,-5.8764,103.2125,39.9,4.5,mb,,168,1.527,1.28,us,us1000bzbv,2018-01-24T08:41:40.040Z,"108km SW of Biha, Indonesia",earthquake,6.5,9.2,0.113,23,reviewed,us,us
2018-01-03T13:58:39.150Z,-3.9879,-98.0824,10,4.6,mb,,156,8.455,0.62,us,us1000bzbr,2018-01-24T08:35:21.040Z,Southwest of the Galapagos Islands,earthquake,12.5,1.9,0.087,39,reviewed,us,us
2018-01-03T13:38:40.420Z,13.2072,-89.2751,74.84,5.2,mww,,113,0.478,0.81,us,us1000bzb5,2018-01-24T08:33:12.886Z,"31km S of La Libertad, El Salvador",earthquake,6.9,6,0.061,26,reviewed,us,us
2018-01-03T13:34:23.790Z,-22.6061,-66.3005,238.04,4.7,mb,,58,2.412,0.86,us,us1000bzb1,2018-01-24T08:19:11.040Z,"63km WNW of Abra Pampa, Argentina",earthquake,4.7,8.6,0.115,23,reviewed,us,us
2018-01-03T12:29:20.327Z,51.8919,-174.3232,51,2.9,ml,,,,0.34,ak,ak17844994,2018-01-09T02:11:59.948Z,"34km SSW of Atka, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-01-03T12:21:32.730Z,11.9934,144.0252,31.86,5.1,mb,,58,1.786,0.66,us,us1000bzav,2018-01-03T12:38:56.040Z,"157km SSW of Merizo Village, Guam",earthquake,10.1,5.9,0.046,152,reviewed,us,us
2018-01-03T11:46:20.410Z,-22.0306,-179.5748,570.56,4.7,mb,,41,7.335,0.77,us,us1000bzaq,2018-01-03T12:03:19.040Z,"177km SSW of Ndoi Island, Fiji",earthquake,5.9,8.2,0.04,190,reviewed,us,us
2018-01-03T11:36:34.582Z,50.3482,-174.9266,28.3,2.5,ml,,,,0.26,ak,ak18024788,2018-01-09T02:11:57.490Z,"209km SE of Adak, Alaska",earthquake,,6.4,,,reviewed,ak,ak
2018-01-03T11:26:50.490Z,18.9301,-64.3815,53,3.44,md,5,228,1.5753,0.31,pr,pr2018003003,2018-01-03T16:20:26.210Z,"62km NNE of Road Town, British Virgin Islands",earthquake,6.17,18.14,0.09,4,reviewed,pr,pr
2018-01-03T11:14:03.506Z,54.9684,-162.0242,156,2.8,ml,,,,0.67,ak,ak18024783,2018-01-09T02:11:55.421Z,"50km ESE of Cold Bay, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-01-03T10:48:46.310Z,19.2646,-66.1048,31,3.04,md,4,343,1.1243,0.22,pr,pr2018003008,2018-01-03T11:53:32.679Z,"88km N of San Juan, Puerto Rico",earthquake,3.99,16.79,0.16,4,reviewed,pr,pr
2018-01-03T09:57:32.530Z,-29.1726,-178.3198,219.93,4.3,mb,,89,0.349,0.95,us,us1000bza9,2018-01-03T10:17:17.040Z,"42km WNW of Raoul Island, New Zealand",earthquake,11.4,7.6,0.119,20,reviewed,us,us
2018-01-03T09:56:35.953Z,55.9165,-156.434,66,2.5,ml,,,,0.58,ak,ak18024774,2018-01-09T02:11:51.725Z,"51km WNW of Chirikof Island, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-01-03T09:39:30.810Z,4.1433,126.6671,56.35,4.4,mb,,119,3.102,0.65,us,us1000bza1,2018-01-03T09:55:05.040Z,"192km SE of Sarangani, Philippines",earthquake,8.8,7.7,0.12,20,reviewed,us,us
2018-01-03T08:39:16.510Z,46.2568333,-122.0586667,9.8,2.72,ml,29,132,0.05549,0.12,uw,uw61362351,2018-01-12T11:39:25.040Z,"37km SSE of Morton, Washington",earthquake,0.35,0.65,0.202,12,reviewed,uw,uw
2018-01-03T08:36:25.940Z,46.2556667,-122.0563333,10.23,3.87,ml,50,124,0.05684,0.14,uw,uw61362346,2018-01-25T02:15:19.233Z,"37km SSE of Morton, Washington",earthquake,0.24,0.42,0.156,25,reviewed,uw,uw
2018-01-03T07:13:02.140Z,18.3313,-67.4516,9,2.7,md,4,332,0.3975,0.61,pr,pr2018003007,2018-01-03T11:52:54.447Z,"21km W of Rincon, Puerto Rico",earthquake,5.35,2.9,0.23,3,reviewed,pr,pr
2018-01-03T06:42:47.380Z,-19.887,-178.0669,587.51,4.7,mb,,52,7.72,0.95,us,us1000bz9d,2018-01-03T12:39:27.040Z,"107km NE of Ndoi Island, Fiji",earthquake,11.6,6.6,0.034,271,reviewed,us,us
2018-01-03T04:55:56.070Z,18.9941,-66.4961,49,2.58,md,3,330,0.6969,0.17,pr,pr2018003006,2018-01-03T07:56:36.156Z,"58km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.38,6.08,0,1,reviewed,pr,pr
2018-01-03T04:54:24.520Z,17.916,-66.8663,6,2.77,md,9,202,0.1858,0.32,pr,pr2018003005,2018-01-03T07:56:24.252Z,"7km SE of Guanica, Puerto Rico",earthquake,1.29,1.47,0.12,7,reviewed,pr,pr
2018-01-03T04:13:14.600Z,30.9663,57.3405,10,4.5,mb,,95,5.359,0.91,us,us1000bz89,2018-01-03T04:23:25.040Z,"60km ESE of Ravar, Iran",earthquake,9.3,1.9,0.092,35,reviewed,us,us
2018-01-03T04:00:29.480Z,36.1433,-98.357,14.01,3.4,mb_lg,,71,0.127,0.35,us,us1000bz81,2018-01-06T19:59:42.058Z,"4km NW of Okeene, Oklahoma",earthquake,1.5,1.4,0.05,106,reviewed,us,us
2018-01-03T04:00:03.090Z,17.9995,-63.8385,118,4.16,md,17,165,0.7062,0.4,pr,pr2018003000,2018-01-03T04:49:02.968Z,"74km WNW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake,3.27,2.23,0.28,16,reviewed,pr,pr
2018-01-03T03:18:22.914Z,55.5672,-151.7702,7.5,2.7,ml,,,,0.62,ak,ak18024738,2018-01-11T20:05:22.974Z,"243km E of Chirikof Island, Alaska",earthquake,,11.7,,,reviewed,ak,ak
2018-01-03T02:43:14.440Z,54.5655,-159.8526,16.88,2.7,ml,,224,0.864,0.76,us,us1000c2bk,2018-01-11T01:51:58.040Z,"31km SW of Chernabura Island, Alaska",earthquake,5.4,11.3,0.148,6,reviewed,us,us
2018-01-03T02:36:40.440Z,18.5521,-66.511,53,2.67,md,5,312,0.3182,0.2,pr,pr2018003004,2018-01-03T06:43:25.450Z,"10km NNW of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.39,1.44,0.13,2,reviewed,pr,pr
